partition,sum_product_mistake_indices
1|1|1|1|1|1|1|2|2|6,223800798405240
1|1|1|1|1|1|1|2|3|5,653217489269512
1|1|1|1|1|1|1|2|4|4,367793069366808
1|1|1|1|1|1|1|2|8,4404002219400
1|1|1|1|1|1|1|3|3|4,422598448460248
1|1|1|1|1|1|1|3|7,8253739736736
1|1|1|1|1|1|1|4|6,11753910916256
1|1|1|1|1|1|1|5|5,6584715995656
1|1|1|1|1|1|1|10,25407870031
1|1|1|1|1|1|2|2|2|2|3,9295963391744832
1|1|1|1|1|1|2|2|2|5,909787396470416
1|1|1|1|1|1|2|2|3|4,3504146724649584
1|1|1|1|1|1|2|2|7,35528326830696
1|1|1|1|1|1|2|3|3|3,1329642163224624
1|1|1|1|1|1|2|3|6,118136451313816
1|1|1|1|1|1|2|4|5,149956743743592
1|1|1|1|1|1|2|9,522126359246
1|1|1|1|1|1|3|3|5,87288029672848
1|1|1|1|1|1|3|4|4,98728685868944
1|1|1|1|1|1|3|8,1098453658977
1|1|1|1|1|1|4|7,1749294151262
1|1|1|1|1|1|5|6,2186686314152
1|1|1|1|1|1|11,2350710191
1|1|1|1|1|2|2|2|2|2|2,2114855315406336
1|1|1|1|1|2|2|2|2|4,2061359127511976
1|1|1|1|1|2|2|2|3|3,4666397587836784
1|1|1|1|1|2|2|2|6,143722134803320
1|1|1|1|1|2|2|3|5,632490986251416
1|1|1|1|1|2|2|4|4,356736445768464
1|1|1|1|1|2|2|8,4108252361580
1|1|1|1|1|2|3|3|4,822498018574632
1|1|1|1|1|2|3|7,15450695866816
1|1|1|1|1|2|4|6,22041538895080
1|1|1|1|1|2|5|5,12355094232306
1|1|1|1|1|2|10,46215319521
1|1|1|1|1|3|3|3|3,78704310372376
1|1|1|1|1|3|3|6,12979201958440
1|1|1|1|1|3|4|5,33129258763906
1|1|1|1|1|3|9,108226619428
1|1|1|1|1|4|4|4,6283274446565
1|1|1|1|1|4|8,191498609783
1|1|1|1|1|5|7,265683869528
1|1|1|1|1|6|6,147784400830
1|1|1|1|1|12,165678771
1|1|1|1|2|2|2|2|2|3,2707108295303128
1|1|1|1|2|2|2|2|5,316637941127840
1|1|1|1|2|2|2|3|4,1635103534647168
1|1|1|1|2|2|2|7,15909861559186
1|1|1|1|2|2|3|3|3,934328579120608
1|1|1|1|2|2|3|6,79683057211418
1|1|1|1|2|2|4|5,101344742749242
1|1|1|1|2|2|9,341174172714
1|1|1|1|2|3|3|5,118283441408376
1|1|1|1|2|3|4|4,133984999797337
1|1|1|1|2|3|8,1439277001987
1|1|1|1|2|4|7,2295181520562
1|1|1|1|2|5|6,2870895771616
1|1|1|1|2|11,3003783489
1|1|1|1|3|3|3|4,51838277784224
1|1|1|1|3|3|7,1364858859070
1|1|1|1|3|4|6,3914010728756
1|1|1|1|3|5|5,2197782515459
1|1|1|1|3|10,7768777218
1|1|1|1|4|4|5,2517570079943
1|1|1|1|4|9,15171669719
1|1|1|1|5|8,23229033959
1|1|1|1|6|7,28567649474
1|1|1|1|13,8726339
1|1|1|2|2|2|2|2|2|2,296383351828992
1|1|1|2|2|2|2|2|4,387626717115768
1|1|1|2|2|2|2|3|3,1101680427108504
1|1|1|2|2|2|2|6,32483397139339
1|1|1|2|2|2|3|5,191536808083674
1|1|1|2|2|2|4|4,108205986612454
1|1|1|2|2|2|8,1201076051944
1|1|1|2|2|3|3|4,375378389092794
1|1|1|2|2|3|7,6797728183008
1|1|1|2|2|4|6,9714041839656
1|1|1|2|2|5|5,5448128799432
1|1|1|2|2|10,19783728999
1|1|1|2|3|3|3|3,72078509112840
1|1|1|2|3|3|6,11463199336012
1|1|1|2|3|4|5,29310692695764
1|1|1|2|3|9,92848485976
1|1|1|2|4|4|4,5565728098734
1|1|1|2|4|8,164453589294
1|1|1|2|5|7,228280664724
1|1|1|2|6|6,127000529920
1|1|1|2|12,139013074
1|1|1|3|3|3|5,5731817755914
1|1|1|3|3|4|4,9774594048356
1|1|1|3|3|8,98605967722
1|1|1|3|4|7,315864694922
1|1|1|3|5|6,395971142486
1|1|1|3|11,394267036
1|1|1|4|4|6,228248848325
1|1|1|4|5|5,257039614698
1|1|1|4|10,844347281
1|1|1|5|9,1418417274
1|1|1|6|8,1917054425
1|1|1|7|7,1058006170
1|1|1|14,332317
1|1|2|2|2|2|2|2|3,257860160923912
1|1|2|2|2|2|2|5,34725757195164
1|1|2|2|2|2|3|4,225312397127903
1|1|2|2|2|2|7,2109247132811
1|1|2|2|2|3|3|3,172291057692020
1|1|2|2|2|3|6,14141356430654
1|1|2|2|2|4|5,18019624868178
1|1|2|2|2|9,58748995162
1|1|2|2|3|3|5,31623054113724
1|1|2|2|3|4|4,35871414529074
1|1|2|2|3|8,372705986493
1|1|2|2|4|7,595146262200
1|1|2|2|5|6,744901251906
1|1|2|2|11,759398991
1|1|2|3|3|3|4,27831375458270
1|1|2|3|3|7,708974293328
1|1|2|3|4|6,2036290650238
1|1|2|3|5|5,1143990966330
1|1|2|3|10,3934514280
1|1|2|4|4|5,1311690840408
1|1|2|4|9,7689252408
1|1|2|5|8,11777129748
1|1|2|6|7,14486201548
1|1|2|13,4332192
1|1|3|3|3|3|3,1614310161850
1|1|3|3|3|6,402160757562
1|1|3|3|4|5,1549656751928
1|1|3|3|9,4642720674
1|1|3|4|4|4,590295746159
1|1|3|4|8,16505830001
1|1|3|5|7,22961015042
1|1|3|6|6,12783261117
1|1|3|12,13388473
1|1|4|4|7,13312672877
1|1|4|5|6,33502155270
1|1|4|11,31253883
1|1|5|5|5,6309096018
1|1|5|10,57284787
1|1|6|9,84613243
1|1|7|8,102409385
1|1|15,8637
1|2|2|2|2|2|2|2|2,10687831787776
1|2|2|2|2|2|2|4,17927433457547
1|2|2|2|2|2|3|3,61389461990420
1|2|2|2|2|2|6,1737976529575
1|2|2|2|2|3|5,12869368791338
1|2|2|2|2|4|4,7281572674049
1|2|2|2|2|8,78055104413
1|2|2|2|3|3|4,33778362696470
1|2|2|2|3|7,590882822222
1|2|2|2|4|6,845787217578
1|2|2|2|5|5,474619811262
1|2|2|2|10,1675274029
1|2|2|3|3|3|3,9759237983050
1|2|2|3|3|6,1499989111618
1|2|2|3|4|5,3841836183882
1|2|2|3|9,11817324396
1|2|2|4|4|4,730357653183
1|2|2|4|8,20952033837
1|2|2|5|7,29099199612
1|2|2|6|6,16191666634
1|2|2|12,17319705
1|2|3|3|3|5,1505785176950
1|2|3|3|4|4,2571039516650
1|2|3|3|8,25159738430
1|2|3|4|7,80695139574
1|2|3|5|6,101219514322
1|2|3|11,98373108
1|2|4|4|6,58389494029
1|2|4|5|5,65782864026
1|2|4|10,210776997
1|2|5|9,354159738
1|2|6|8,478710661
1|2|7|7,264204564
1|2|14,81429
1|3|3|3|3|4,501497752785
1|3|3|3|7,16075278310
1|3|3|4|6,69570359436
1|3|3|5|5,39145244104
1|3|3|10,128023168
1|3|4|4|5,89984872544
1|3|4|9,501866740
1|3|5|8,770109032
1|3|6|7,948142650
1|3|13,272664
1|4|4|4|4,8606657521
1|4|4|8,448807634
1|4|5|7,1253411880
1|4|6|6,698733816
1|4|12,690012
1|5|5|6,792308484
1|5|11,1372632
1|6|10,2204202
1|7|9,2908412
1|8|8,1593163
1|16,137
2|2|2|2|2|2|2|3,3448230118005
2|2|2|2|2|2|5,521386946137
2|2|2|2|2|3|4,4079201658495
2|2|2|2|2|7,36822376227
2|2|2|2|3|3|3,3912349310325
2|2|2|2|3|6,309772836928
2|2|2|2|4|5,395445468822
2|2|2|2|9,1250460211
2|2|2|3|3|5,927413904530
2|2|2|3|4|4,1053422636225
2|2|2|3|8,10603683785
2|2|2|4|7,16954770378
2|2|2|5|6,21234362550
2|2|2|11,21114119
2|2|3|3|3|4,1229073685020
2|2|3|3|7,30343661250
2|2|3|4|6,87284607492
2|2|3|5|5,49060967403
2|2|3|10,164356476
2|2|4|4|5,56304614703
2|2|4|9,321438975
2|2|5|8,492513375
2|2|6|7,605910396
2|2|13,177531
2|3|3|3|3|3,142965338175
2|3|3|3|6,34536566240
2|3|3|4|5,133282569720
2|3|3|9,388617790
2|3|4|4|4,50822561055
2|3|4|8,1382939205
2|3|5|7,1924749078
2|3|6|6,1071753474
2|3|12,1098489
2|4|4|7,1116629241
2|4|5|6,2811493830
2|4|11,2565147
2|5|5|5,529643058
2|5|10,4702047
2|6|9,6945367
2|7|8,8406177
2|15,697
3|3|3|3|5,13118546485
3|3|3|4|4,29958126835
3|3|3|8,277547270
3|3|4|7,1340599260
3|3|5|6,1684970232
3|3|11,1566006
3|4|4|6,1947753444
3|4|5|5,2197325004
3|4|10,6726798
3|5|9,11320232
3|6|8,15315300
3|7|7,8455239
3|14,2516
4|4|4|5,844854780
4|4|9,6626906
4|5|8,20409180
4|6|7,25172784
4|13,6868
5|5|7,14321412
5|6|6,15995232
5|12,14756
6|11,25636
7|10,36686
8|9,43758
17,1
