partition,sum_product_mistake_indices
1|1|1|1|1|1|1,720
1|1|1|1|1|2,4320
1|1|1|1|3,2556
1|1|1|2|2,5688
1|1|1|4,932
1|1|2|3,3700
1|1|5,197
1|2|2|2,1408
1|2|4,629
1|3|3,361
1|6,22
2|2|3,427
2|5,42
3|4,56
7,1
