n=2,n=4,n=8,n=16,n=32,n=64,n=128,n=256,n=512,n=1024,n=2048,n=4096,n=8192,n=16384,n=32768,n=65536,n=131072,n=262144,n=524288
0.0,0.0,0.125,0.125,0.09375,0.109375,0.078125,0.08203125,0.08203125,0.0712890625,0.07373046875,0.07373046875,0.0703125,0.07196044921875,0.06982421875,0.069549560546875,0.07115936279296875,0.070587158203125,0.07116889953613281
0.0,0.0,0.125,0.0625,0.09375,0.0625,0.0625,0.0625,0.064453125,0.0595703125,0.05712890625,0.054931640625,0.0498046875,0.04925537109375,0.048675537109375,0.0477447509765625,0.04790496826171875,0.048526763916015625,0.04860687255859375
0.0,0.0,0.0,0.0625,0.0625,0.03125,0.0234375,0.03125,0.037109375,0.037109375,0.041015625,0.042236328125,0.0419921875,0.04095458984375,0.042083740234375,0.0425872802734375,0.04236602783203125,0.041614532470703125,0.04209709167480469
0.0,0.0,0.0,0.0625,0.0625,0.0625,0.03125,0.0390625,0.041015625,0.0517578125,0.04931640625,0.044677734375,0.0430908203125,0.04522705078125,0.04815673828125,0.048431396484375,0.0485687255859375,0.047893524169921875,0.04778099060058594
0.0,0.0,0.125,0.125,0.0625,0.0625,0.0546875,0.06640625,0.056640625,0.0498046875,0.04833984375,0.046875,0.0474853515625,0.0450439453125,0.04425048828125,0.0453033447265625,0.04473876953125,0.04448699951171875,0.04395103454589844
0.0,0.0,0.125,0.0625,0.09375,0.0625,0.09375,0.11328125,0.1015625,0.1123046875,0.11279296875,0.11474609375,0.1090087890625,0.10540771484375,0.103607177734375,0.1029205322265625,0.1025238037109375,0.10308074951171875,0.10270309448242188
0.0,0.0,0.125,0.0625,0.03125,0.015625,0.0234375,0.03515625,0.03515625,0.0341796875,0.03466796875,0.032958984375,0.035888671875,0.0325927734375,0.032989501953125,0.0333404541015625,0.03319549560546875,0.03252410888671875,0.03275871276855469
0.0,0.0,0.125,0.0625,0.0625,0.03125,0.0703125,0.08203125,0.095703125,0.0703125,0.06884765625,0.07275390625,0.0704345703125,0.07318115234375,0.074432373046875,0.0743560791015625,0.07480621337890625,0.07453536987304688,0.07451057434082031
0.0,0.0,0.125,0.0625,0.0625,0.046875,0.0390625,0.046875,0.041015625,0.037109375,0.0390625,0.037841796875,0.0384521484375,0.03851318359375,0.038238525390625,0.0384368896484375,0.038665771484375,0.038089752197265625,0.038177490234375
0.0,0.0,0.0,0.0,0.0625,0.03125,0.0546875,0.046875,0.056640625,0.056640625,0.05615234375,0.052734375,0.0513916015625,0.051025390625,0.05047607421875,0.051910400390625,0.05224609375,0.052089691162109375,0.05153465270996094
0.0,0.0,0.0,0.0625,0.0625,0.078125,0.0859375,0.06640625,0.0703125,0.068359375,0.06298828125,0.0625,0.0594482421875,0.0595703125,0.058380126953125,0.0581207275390625,0.05821990966796875,0.05785369873046875,0.05821800231933594
0.0,0.0,0.125,0.0625,0.0625,0.046875,0.1015625,0.08203125,0.076171875,0.07421875,0.068359375,0.069091796875,0.0701904296875,0.06671142578125,0.069427490234375,0.071014404296875,0.0693359375,0.06947708129882812,0.06949996948242188
