q,p_stable,p_unstable
0.0,1.0,0.0
0.3973210257280734,1.0,0.0
0.40573858408921326,0.9756818925096742,0.0
0.41415614245035315,0.9520927229881626,0.0
0.42257370081149304,0.929175937765569,0.0
0.43099125917263287,0.9068792861645779,0.0
0.43940881753377276,0.8851533716119736,0.0
0.44782637589491264,0.8639512311141522,0.0
0.45624393425605253,0.843227934139375,0.0
0.4646614926171924,0.822940192336508,0.0
0.47307905097833225,0.8030459709029109,0.0
0.48149660933947214,0.783504091477838,0.0
0.489914167700612,0.7642738147140943,0.0
0.4983317260617519,0.7453143881963246,0.0
0.5067492844228918,0.7265845413897704,0.0
0.5151668427840317,0.7080419038318744,0.0
0.5235844011451716,0.68964231421686,0.0
0.5320019595063115,0.6713389754712634,0.0
0.5404195178674513,0.6530813917031908,0.0
0.5488370762285912,0.6348139927393069,0.0
0.5572546345897311,0.6164743039734016,0.0
0.565672192950871,0.5979904397561646,0.0
0.5740897513120108,0.5792775626501485,0.0
0.5825073096731507,0.5602327082418155,0.0
0.5909248680342906,0.5407269202029362,0.0
0.5993424263954304,0.5205927337070035,0.0
0.6005341942298629,0.5176792044929125,0.003300652060609932
0.6017259620642953,0.514747913644632,0.006616367847136586
0.6029177298987277,0.5117980544500272,0.009948964598698621
0.6041094977331603,0.5088287771622069,0.013299302504816056
0.6053012655675927,0.505839185576217,0.016668288122741903
0.6064930334020251,0.5028283332625983,0.02005687815667499
0.6076848012364575,0.4997952193966435,0.023466083624283342
0.6088765690708899,0.4967387841301443,0.026896974488782893
0.6100683369053224,0.49365790347105726,0.030350684772220124
0.6112601047397548,0.4905513835460682,0.03382841830644813
0.6124518725741873,0.4874179542327566,0.03733145509049803
0.6136436404086197,0.48425626199644717,0.04086115844604499
0.6148354082430522,0.4810648618812067,0.04441898306486244
0.6160271760774846,0.47784220845283604,0.04800648402259665
0.617218943911917,0.47458664558745883,0.05162532701315672
0.6184107117463494,0.471296394890254,0.055277299924998836
0.6196024795807819,0.4679695425182398,0.058964326029248906
0.6207942474152144,0.4646040241224988,0.06268847901830901
0.6219860152496468,0.46119760758799305,0.06645200029399563
0.6231777830840792,0.4577478731453848,0.07025731881818725
0.6243695509185117,0.45425219038405557,0.0741070741480263
0.6255613187529441,0.4507076914960277,0.07800414314470354
0.6267530865873765,0.44711124003261005,0.08195167125954983
0.6279448544218089,0.44345939417895974,0.08595310923465259
0.6291366222562415,0.43974836333364015,0.09001225652076826
0.6303283900906739,0.4359739564530829,0.09413331295394951
0.6315201579251063,0.4321315201607001,0.09832094063135234
0.6327119257595387,0.42821586401393,0.10258033865827508
0.6339036935939711,0.42422116955910333,0.10691733407226263
0.6350954614284036,0.4201408786176999,0.11133849357635428
0.636287229262836,0.41596755475268665,0.11585126207109754
0.6374789970972685,0.4116927095441892,0.12046413636923314
0.6386707649317009,0.4073065821730266,0.1251868856223894
0.6398625327661334,0.4027978559749135,0.13003083476986646
0.6410543006005658,0.39815328844370934,0.13500923452200467
0.6422460684349982,0.3933572200782263,0.14013775252483174
0.6434378362694306,0.3883909097866594,0.145435137949892
0.644629604103863,0.3832316156308141,0.1509241407740659
0.6458213719382956,0.3778512904812269,0.15663281607354113
0.647013139772728,0.37221467525753615,0.16259643084792902
0.6482049076071604,0.3662764103412532,0.1688603525555459
0.6493966754415929,0.3599764668323304,0.17548461788044378
0.6505884432760253,0.35323252325846216,0.18255155602666895
0.6517802111104577,0.3459263478241823,0.19017940646606135
0.6529719789448901,0.3378771729231832,0.19854894441570334
0.6541637467793227,0.3287826302604016,0.20796254572830714
0.6553555146137551,0.3180599667039971,0.21900297104607552
0.6565472824481875,0.3042442761463843,0.2331351339154281
0.6577390502826199,0.27792926507430193,0.2597653352465834
