suffix,n,tau,W,X,Y,Z,q_0,q_1,q_hat,p_at_q_hat
_7,8,4,2.0,-0.5,3,0,0.5993424263954304,0.3973210257280734,0.6577390502826199,0.26884730016116665
_5,8,5,2.0,-1.0,3,0,0.39732097572779257,0.4585475656213471,0.535482457420267,0.5927515330007616
