nV,q0V,q1V,qhV
6,0.5244125165465457,0.6511566876508947,1.0
9,0.4593419966277667,0.6287155147738518,0.8575957211205374
12,0.42757698536498717,0.6195451330122039,0.7896166323907816
15,0.4087221118103118,0.6151740789600949,0.7550680722287519
18,0.3962180424108689,0.6129712539651233,0.7344846737407218
