nV,q0V,q1V,qhV
6,0.7519263986949977,0.3752739385363914,1.0
9,0.6952979832752444,0.3606758045532466,0.9331976535598558
12,0.6697916680436051,0.353588328490618,0.8233675646200046
15,0.6557324128972298,0.34940498568230477,0.774074395963807
18,0.6470793874926672,0.346646221630362,0.7465106342781804
