q,p_stable,p_unstable
0.0,1.0,0.0
0.4026876907323268,1.0,0.0
0.4144992417681034,1.0,0.03204295617828747
0.4263107928038799,1.0,0.062375098114960836
0.4381223438396565,1.0,0.09113717862034698
0.449933894875433,1.0,0.11845507056570312
0.4617454459112096,1.0,0.14444157047154654
0.47355699694698616,1.0,0.16919794336957855
0.4853685479827627,1.0,0.19281525325215504
0.49718009901853927,1.0,0.21537551519202197
0.5089916500543158,1.0,0.23695269855922493
0.5208032010900924,1.0,0.25761360557725044
0.532614752125869,1.0,0.2774186451232277
0.5444263031616454,1.0,0.2964225183230333
0.556237854197422,1.0,0.31467482955284315
0.5680494052331986,1.0,0.3322206341713945
0.5798609562689752,1.0,0.34910093233812034
0.5916725073047517,1.0,0.3653531166214111
0.6034840583405283,1.0,0.381011379778965
0.6152956093763048,1.0,0.39610708792637217
0.6271071604120814,1.0,0.41066912343899153
0.638918711447858,1.0,0.42472420120712384
0.6507302624836345,1.0,0.43829716133765945
0.662541813519411,1.0,0.45141124101459934
0.6743533645551876,1.0,0.4640883281343484
0.6861649155909642,1.0,0.476349199232572
0.6916143100682316,0.987636391673933,0.48187111162176227
0.697063704545499,0.9769991096598553,0.4873105747328419
0.7025130990227666,0.9674967253991659,0.4926694636413253
0.707962493500034,0.9588179998235394,0.49794963179396123
0.7134118879773015,0.9507744363987946,0.5031529153329208
0.7188612824545689,0.9432411741821751,0.5082811374460665
0.7243106769318365,0.9361301540945678,0.513336112727654
0.7297600714091039,0.9293763111161215,0.5183196516329241
0.7352094658863714,0.9229298016714755,0.52323356501876
0.7406588603636388,0.9167513206716528,0.5280796688460494
0.7461082548409064,0.9108091252098667,0.5328597890567817
0.7515576493181738,0.9050770592899913,0.5375757667197817
0.7570070437954413,0.8995331949707653,0.5422294634711535
0.7624564382727087,0.8941588686936609,0.546822767366801
0.7679058327499761,0.8889379796432054,0.551357599191361
0.7733552272272437,0.8838564669097053,0.5558359193643859
0.7788046217045111,0.8789019116525713,0.5602597355507068
0.7842540161817786,0.8740632284671012,0.5646311111340685
0.789703410659046,0.8693304215235196,0.5689521747261719
0.7951528051363135,0.8646943883490258,0.5732251309380225
0.800602199613581,0.8601467590012141,0.5774522726848295
0.8060515940908485,0.8556797616706905,0.5816359953556755
0.8115009885681159,0.851286107909406,0.585778813236567
0.8169503830453835,0.8469588922713556,0.5898833787528097
0.8223997775226509,0.8426915021368983,0.5939525051383975
0.8278491719999184,0.8384775341654898,0.5979891933696019
0.8332985664771858,0.8343107142129874,0.6019966644685902
0.8387479609544533,0.8301848176856308,0.6059783985228342
0.8441973554317208,0.8260935872018728,0.6099381822798711
0.8496467499089883,0.8220306441036695,0.6138801677663976
0.8550961443862557,0.8179893896955812,0.617808945215262
0.8605455388635231,0.8139628910374855,0.6217296348279743
0.8659949333407906,0.8099437444606271,0.6256480036764531
0.8714443278180581,0.8059239074308293,0.6295706166584046
0.8768937222953256,0.8018944855123334,0.6335050344189183
0.882343116772593,0.7978454550434395,0.6374600773372087
0.8877925112498606,0.7937652923304943,0.6414461844785854
0.8932419057271279,0.7896404640386067,0.6454759126913306
0.8986913002043955,0.785454705749119,0.6495646486476856
0.9041406946816629,0.7811879665401723,0.6537316558816363
0.9095900891589304,0.7768148053059647,0.6580016709281987
0.9150394836361979,0.7723018419399578,0.6624074453828167
0.9204888781134654,0.7676034768006009,0.6669940203537056
0.9259382725907328,0.7626541812745335,0.6718264303893654
0.9313876670680002,0.757353267192794,0.6770049291204485
0.9368370615452677,0.7515306344781206,0.6826992371156491
0.9422864560225352,0.7448528337129973,0.6892424752729477
0.9477358504998027,0.7364537347002903,0.6975004925612012
0.9531852449770701,0.7184575877798707,0.7153488014107476
