q,p_stable,p_unstable
0.0,1.0,0.0
0.5566454317023538,1.0,0.0
0.5646555510462852,0.9839761769311121,0.0
0.5726656703902167,0.9684877444078103,0.0
0.580675789734148,0.9535098670580744,0.0
0.5886859090780794,0.9390192136832711,0.0
0.5966960284220109,0.9249938450170259,0.0
0.6047061477659422,0.9114131115078753,0.0
0.6127162671098736,0.8982575600658813,0.0
0.6207263864538051,0.885508848870996,0.0
0.6287365057977364,0.8731496694234225,0.0
0.6367466251416678,0.8611636751107928,0.0
0.6447567444855993,0.8495354156931189,0.0
0.6527668638295306,0.8382502770991853,0.0
0.660776983173462,0.8272944260468927,0.0
0.6687871025173935,0.8166547590631245,0.0
0.6767972218613248,0.8063188554496032,0.0
0.6848073412052562,0.79627493390127,0.0
0.6928174605491877,0.7865118123867143,0.0
0.7008275798931191,0.777018871062674,0.0
0.7088376992370504,0.7677860179267169,0.0
0.7168478185809819,0.7588036569704204,0.0
0.7248579379249133,0.7500626586560073,0.0
0.7328680572688446,0.7415543324787485,0.0
0.7408781766127761,0.7332704014793235,0.0
0.7488882959567075,0.7252029785412106,0.0
0.7540130246106522,0.7201516723278631,0.0040532627969916135
0.759137753264597,0.715184008702486,0.008058580253423469
0.7642624819185417,0.7102981498967609,0.012016933516133284
0.7693872105724865,0.7054923122172043,0.015929277360093377
0.7745119392264312,0.7007647641485726,0.01979654102901738
0.779636667880376,0.6961138245300237,0.023619629076943496
0.7847613965343206,0.6915378608064651,0.027399422144334308
0.7898861251882654,0.6870352873623611,0.031136777731751292
0.7950108538422102,0.6826045639210258,0.034832530908045875
0.8001355824961549,0.6782441940142483,0.038487495033102455
0.8052603111500997,0.6739527235125514,0.04210246240782189
0.8103850398040444,0.6697287392136579,0.0456782049410824
0.8155097684579892,0.665570867501292,0.04921547475121682
0.8206344971119339,0.6614777730427832,0.052715004777191286
0.8257592257658787,0.6574481575497318,0.05617750934127754
0.8308839544198234,0.6534807585920281,0.05960368471172537
0.8360086830737682,0.6495743484531046,0.06299420961935394
0.8411334117277129,0.6457277330264163,0.06634974577171804
0.8462581403816576,0.6419397507725565,0.0696709383527223
0.8513828690356025,0.6382092717054729,0.07295841647857976
0.8565075976895471,0.6345351964223441,0.0762127936561959
0.8616323263434919,0.6309164551722548,0.0794346682221502
0.8667570549974366,0.6273520069636838,0.08262462375984948
0.8718817836513814,0.623840838696237,0.0857832294924288
0.8770065123053261,0.6203819643505951,0.08891104068777829
0.8821312409592709,0.6169744241857329,0.0920085990102135
0.8872559696132156,0.61361728398222,0.09507643289882403
0.8923806982671604,0.6103096343025022,0.09811505789004
0.8975054269211051,0.6070505898021081,0.10112497696202645
0.9026301555750499,0.6038392885457138,0.1041066808499737
0.9077548842289946,0.6006748913571555,0.10706064834198549
0.9128796128829393,0.5975565812009757,0.10998734658224309
0.9180043415368841,0.594483562590646,0.1128872313474907
0.9231290701908288,0.5914550609967895,0.11576074730896926
0.9282537988447735,0.5884703223136115,0.11860832830647657
0.9333785274987183,0.5855286123180548,0.12143039758119725
0.9385032561526631,0.5826292161726091,0.12422736801580883
0.9436279848066078,0.5797714379208458,0.1269996423697367
0.9487527134605526,0.5769546000411605,0.12974761348045524
0.9538774421144973,0.5741780429762603,0.13247166448904169
0.9590021707684421,0.571441124723287,0.1351721690245
0.9641268994223868,0.5687432204093863,0.13784949139293493
0.9692516280763316,0.566083721903657,0.1405039867667265
0.9743763567302763,0.5634620374315258,0.14313600134460075
0.979501085384221,0.5608775912279278,0.14574587252382676
0.9846258140381658,0.5583298231783599,0.14833392904330972
0.9897505426921105,0.5558181885011633,0.15090049113638615
0.9948752713460552,0.5533421574225321,0.15344587066664112
1.0,0.5509012148879007,0.15597037125402421
