partition,sum_product_mistake_indices
1|1|1|1|1|1|1|1,5040
1|1|1|1|1|1|2,35280
1|1|1|1|1|3,22212
1|1|1|1|2|2,61416
1|1|1|1|4,9080
1|1|1|2|3,47500
1|1|1|5,2311
1|1|2|2|2,26920
1|1|2|4,10899
1|1|3|3,6227
1|1|6,351
1|2|2|3,14613
1|2|5,1317
1|3|4,1743
1|7,29
2|2|2|2,1408
2|2|4,1056
2|3|3,1215
2|6,64
3|5,98
4|4,56
8,1
