partition,sum_product_mistake_indices
1|1|1|1|1|1|1|2|4|5,4406751729689312
1|1|1|1|1|1|1|2|9,14971038707254
1|1|1|1|1|1|1|3|3|5,2559712442168176
1|1|1|1|1|1|1|3|4|4,2891377626059352
1|1|1|1|1|1|1|3|8,31331454158745
1|1|1|1|1|1|1|4|7,49745651224446
1|1|1|1|1|1|1|5|6,62097010248152
1|1|1|1|1|1|1|11,65369943278
1|1|1|1|1|1|2|2|2|2|2|2,78134111130011136
1|1|1|1|1|1|2|2|2|2|4,73060663617752488
1|1|1|1|1|1|2|2|2|3|3,165043328292805296
1|1|1|1|1|1|2|2|2|6,4919669276963536
1|1|1|1|1|1|2|2|3|5,21558378105221488
1|1|1|1|1|1|2|2|4|4,12143217788281128
1|1|1|1|1|1|2|2|8,136196632513356
1|1|1|1|1|1|2|3|3|4,27937875393963520
1|1|1|1|1|1|2|3|7,509631112868232
1|1|1|1|1|1|2|4|6,725076732687560
1|1|1|1|1|1|2|5|5,406086357662386
1|1|1|1|1|1|2|10,1485641881320
1|1|1|1|1|1|3|3|3|3,2667615439555016
1|1|1|1|1|1|3|3|6,426070914280144
1|1|1|1|1|1|3|4|5,1085187573813578
1|1|1|1|1|1|3|9,3460432548499
1|1|1|1|1|1|4|4|4,205544351460549
1|1|1|1|1|1|4|8,6103224176550
1|1|1|1|1|1|5|7,8452606247390
1|1|1|1|1|1|6|6,4699021128262
1|1|1|1|1|1|12,5167249298
1|1|1|1|1|2|2|2|2|2|3,114485753263060184
1|1|1|1|1|2|2|2|2|5,12902928505507752
1|1|1|1|1|2|2|2|3|4,66399872122620832
1|1|1|1|1|2|2|2|7,627359742293658
1|1|1|1|1|2|2|3|3|3,37860631587908432
1|1|1|1|1|2|2|3|6,3127088071138378
1|1|1|1|1|2|2|4|5,3968564966987010
1|1|1|1|1|2|2|9,13040971453194
1|1|1|1|1|2|3|3|5,4622026673056944
1|1|1|1|1|2|3|4|4,5228586040454585
1|1|1|1|1|2|3|8,54725631577617
1|1|1|1|1|2|4|7,87006085519022
1|1|1|1|1|2|5|6,108677073362076
1|1|1|1|1|2|11,111383899980
1|1|1|1|1|3|3|3|4,2018565982395944
1|1|1|1|1|3|3|7,51632498429446
1|1|1|1|1|3|4|6,147667383964718
1|1|1|1|1|3|5|5,82846655759015
1|1|1|1|1|3|10,286511151655
1|1|1|1|1|4|4|5,94777773462632
1|1|1|1|1|4|9,557643614434
1|1|1|1|1|5|8,852076056614
1|1|1|1|1|6|7,1046902712246
1|1|1|1|1|13,314026534
1|1|1|1|2|2|2|2|2|2|2,15612793558124544
1|1|1|1|2|2|2|2|2|4,19603558123831064
1|1|1|1|2|2|2|2|3|3,55596096676544128
1|1|1|1|2|2|2|2|6,1587466366513203
1|1|1|1|2|2|2|3|5,9320235967838066
1|1|1|1|2|2|2|4|4,5258287535901206
1|1|1|1|2|2|2|8,56869416250134
1|1|1|1|2|2|3|3|4,18202219048753986
1|1|1|1|2|2|3|7,320227500334192
1|1|1|1|2|2|4|6,456374205710212
1|1|1|1|2|2|5|5,255738403501116
1|1|1|1|2|2|10,908574163302
1|1|1|1|2|3|3|3|3,3487513365021376
1|1|1|1|2|3|3|6,537419954335616
1|1|1|1|2|3|4|5,1371154437557428
1|1|1|1|2|3|9,4241182706147
1|1|1|1|2|4|4|4,260018749708640
1|1|1|1|2|4|8,7487662589462
1|1|1|1|2|5|7,10375267940126
1|1|1|1|2|6|6,5768826784406
1|1|1|1|2|12,6195399602
1|1|1|1|3|3|3|5,267562621043138
1|1|1|1|3|3|4|4,455667931972061
1|1|1|1|3|3|8,4480437312331
1|1|1|1|3|4|7,14308609781132
1|1|1|1|3|5|6,17911980953552
1|1|1|1|3|11,17475100319
1|1|1|1|4|4|6,10311811230224
1|1|1|1|4|5|5,11602596125211
1|1|1|1|4|10,37294350714
1|1|1|1|5|9,62513797336
1|1|1|1|6|8,84386608658
1|1|1|1|7|7,46553754364
1|1|1|1|14,14375728
1|1|1|2|2|2|2|2|2|3,17286739379721960
1|1|1|2|2|2|2|2|5,2244516353944916
1|1|1|2|2|2|2|3|4,14512219329558871
1|1|1|2|2|2|2|7,131980044633870
1|1|1|2|2|2|3|3|3,11072984005680788
1|1|1|2|2|2|3|6,880605684807820
1|1|1|2|2|2|4|5,1119661375064576
1|1|1|2|2|2|9,3564505660554
1|1|1|2|2|3|3|5,1960714498910628
1|1|1|2|2|3|4|4,2221128784206556
1|1|1|2|2|3|8,22494066117169
1|1|1|2|2|4|7,35809982562312
1|1|1|2|2|5|6,44757203807386
1|1|1|2|2|11,44708645802
1|1|1|2|3|3|3|4,1719557308564434
1|1|1|2|3|3|7,42570654124884
1|1|1|2|3|4|6,121938159016170
1|1|1|2|3|5|5,68445926784074
1|1|1|2|3|10,230377795606
1|1|1|2|4|4|5,78376901598674
1|1|1|2|4|9,448706045082
1|1|1|2|5|8,685861595570
1|1|1|2|6|7,842817748776
1|1|1|2|13,247565694
1|1|1|3|3|3|3|3,99521781864290
1|1|1|3|3|3|6,24031749970480
1|1|1|3|3|4|5,92399498842994
1|1|1|3|3|9,270380705156
1|1|1|3|4|4|4,35149943880149
1|1|1|3|4|8,958129329677
1|1|1|3|5|7,1330453757846
1|1|1|3|6|6,740287111395
1|1|1|3|12,760884151
1|1|1|4|4|7,770428982156
1|1|1|4|5|6,1936084708122
1|1|1|4|11,1769930328
1|1|1|5|5|5,364294247004
1|1|1|5|10,3236605934
1|1|1|6|9,4773896830
1|1|1|7|8,5774026310
1|1|1|15,479146
1|1|2|2|2|2|2|2|2|2,1070843195879168
1|1|2|2|2|2|2|2|4,1725506681049515
1|1|2|2|2|2|2|3|3,5895823100706124
1|1|2|2|2|2|2|6,161721549615956
1|1|2|2|2|2|3|5,1192330876807491
1|1|2|2|2|2|4|4,673717092424098
1|1|2|2|2|2|8,7039412063664
1|1|2|2|2|3|3|4,3118490094706044
1|1|2|2|2|3|7,53016537488696
1|1|2|2|2|4|6,75681489516626
1|1|2|2|2|5|5,42432548057928
1|1|2|2|2|10,146579840652
1|1|2|2|3|3|3|3,899015746126430
1|1|2|2|3|3|6,133936536311228
1|1|2|2|3|4|5,342291105103416
1|1|2|2|3|9,1028392944639
1|1|2|2|4|4|4,64984678929387
1|1|2|2|4|8,1817397591804
1|1|2|2|5|7,2519575901682
1|1|2|2|6|6,1401161174444
1|1|2|2|12,1470873198
1|1|2|3|3|3|5,133871284961610
1|1|2|3|3|4|4,228268409361076
1|1|2|3|3|8,2177919722790
1|1|2|3|4|7,6963943218818
1|1|2|3|5|6,8722720257642
1|1|2|3|11,8308456206
1|1|2|4|4|6,5025349434114
1|1|2|4|5|5,5656800179682
1|1|2|4|10,17740017480
1|1|2|5|9,29742349524
1|1|2|6|8,40152575808
1|1|2|7|7,22151697646
1|1|2|14,6713436
1|1|3|3|3|3|4,44428388064865
1|1|3|3|3|7,1384414782160
1|1|3|3|4|6,5975125785264
1|1|3|3|5|5,3359116868026
1|1|3|3|10,10753628810
1|1|3|4|4|5,7711634415989
1|1|3|4|9,42012258337
1|1|3|5|8,64335828335
1|1|3|6|7,79132163874
1|1|3|13,22355953
1|1|4|4|4|4,736608924016
1|1|4|4|8,37448232656
1|1|4|5|7,104396518026
1|1|4|6|6,58163891259
1|1|4|12,56372560
1|1|5|5|6,65898687552
1|1|5|11,111873414
1|1|6|10,179369464
1|1|7|9,236465632
1|1|8|8,129493156
1|1|16,10966
1|2|2|2|2|2|2|2|3,659842888156117
1|2|2|2|2|2|2|5,96242525932204
1|2|2|2|2|2|3|4,750314747176343
1|2|2|2|2|2|7,6582451191056
1|2|2|2|2|3|3|3,718039363611665
1|2|2|2|2|3|6,55108102528297
1|2|2|2|2|4|5,70194336845766
1|2|2|2|2|9,216810918324
1|2|2|2|3|3|5,164267982466280
1|2|2|2|3|4|4,186334029963109
1|2|2|2|3|8,1828777837205
1|2|2|2|4|7,2915193660626
1|2|2|2|5|6,3645813507264
1|2|2|2|11,3553012034
1|2|2|3|3|3|4,216929043583490
1|2|2|3|3|7,5206428406190
1|2|2|3|4|6,14935595687692
1|2|2|3|5|5,8387713996179
1|2|2|3|10,27506235135
1|2|2|4|4|5,9613469274198
1|2|2|4|9,53612325624
1|2|2|5|8,81978220320
1|2|2|6|7,100755412708
1|2|2|13,29002116
1|2|3|3|3|3|3,25177507038775
1|2|3|3|3|6,5897206541390
1|2|3|3|4|5,22708224121010
1|2|3|3|9,64686331000
1|2|3|4|4|4,8647369369919
1|2|3|4|8,229440310595
1|2|3|5|7,318755817530
1|2|3|6|6,177389178882
1|2|3|12,178463777
1|2|4|4|7,184692676454
1|2|4|5|6,464363936082
1|2|4|11,415265370
1|2|5|5|5,87404988048
1|2|5|10,759441108
1|2|6|9,1120168124
1|2|7|8,1354843568
1|2|15,110552
1|3|3|3|3|5,2230298219980
1|3|3|3|4|4,5086318683985
1|3|3|3|8,45953320330
1|3|3|4|7,221281521360
1|3|3|5|6,277724855910
1|3|3|11,253018378
1|3|4|4|6,320626893993
1|3|4|5|5,361397622390
1|3|4|10,1083045639
1|3|5|9,1818579454
1|3|6|8,2457322443
1|3|7|7,1356086277
1|3|14,396865
1|4|4|4|5,138774033888
1|4|4|9,1063331776
1|4|5|8,3268092240
1|4|6|7,4026959490
1|4|13,1079432
1|5|5|7,2289184368
1|5|6|6,2555269728
1|5|12,2313496
1|6|11,4012646
1|7|10,5736276
1|8|9,6838624
1|17,154
2|2|2|2|2|2|2|2|2,10687831787776
2|2|2|2|2|2|2|4,21375663575552
2|2|2|2|2|2|3|3,85527072816455
2|2|2|2|2|2|6,2259363475712
2|2|2|2|2|3|5,20076892126655
2|2|2|2|2|4|4,11360774332544
2|2|2|2|2|8,114877480640
2|2|2|2|3|3|4,65911418919920
2|2|2|2|3|7,1084767540285
2|2|2|2|4|6,1551005523328
2|2|2|2|5|5,870065280084
2|2|2|2|10,2925734240
2|2|2|3|3|3|3,25408635224350
2|2|2|3|3|6,3666494363860
2|2|2|3|4|5,9385291140680
2|2|2|3|9,27422849025
2|2|2|4|4|4,1783780289408
2|2|2|4|8,48510488000
2|2|2|5|7,67288332540
2|2|2|6|6,37426029184
2|2|2|12,38433824
2|2|3|3|3|5,5517100575560
2|2|3|3|4|4,9418528480385
2|2|3|3|8,87314451035
2|2|3|4|7,279531380700
2|2|3|5|6,350329144270
2|2|3|11,326071941
2|2|4|4|6,201978716224
2|2|4|5|5,227453060835
2|2|4|10,696572448
2|2|5|9,1168112088
2|2|6|8,1577134432
2|2|7|7,870114960
2|2|14,258960
2|3|3|3|3|4,3674471813700
2|3|3|3|7,111299167050
2|3|3|4|6,481031842860
2|3|3|5|5,270549748630
2|3|3|10,845353910
2|3|4|4|5,621626924555
2|3|4|9,3304919475
2|3|5|8,5062824065
2|3|6|7,6228219468
2|3|13,1726215
2|4|4|4|4,59429218576
2|4|4|8,2948376080
2|4|5|7,8222913270
2|4|6|6,4581981120
2|4|12,4353648
2|5|5|6,5192731488
2|5|11,8639826
2|6|10,13851616
2|7|9,18259956
2|8|8,9999340
2|16,834
3|3|3|3|3|3,142965338175
3|3|3|3|6,47655112725
3|3|3|4|5,245673009330
3|3|3|9,666165060
3|3|4|4|4,140696941560
3|3|4|8,3556180275
3|3|5|7,4950318570
3|3|6|6,2756723706
3|3|12,2664495
3|4|4|7,5745581205
3|4|5|6,14471591190
3|4|11,12423957
3|5|5|5,2726968062
3|5|10,22749077
3|6|9,33580899
3|7|8,40631955
3|15,3213
4|4|4|6,2792608224
4|4|5|5,4731889344
4|4|10,13353704
4|5|9,44983224
4|6|8,60897264
4|7|7,33628023
4|14,9384
5|5|8,34730592
5|6|7,85806072
5|13,21624
6|6|6,15995232
6|12,40392
7|11,62322
8|10,80444
9|9,43758
18,1
