partition,sum_product_mistake_indices
1|1|1|1|1|1,120
1|1|1|1|2,600
1|1|1|3,326
1|1|2|2,548
1|1|4,101
1|2|3,271
1|5,16
2|2|2,52
2|4,26
3|3,15
6,1
