partition,sum_product_mistake_indices
1|1|1|1|1|1|1|1|1,40320
1|1|1|1|1|1|1|2,322560
1|1|1|1|1|1|3,212976
1|1|1|1|1|2|2,703008
1|1|1|1|1|4,94852
1|1|1|1|2|3,613892
1|1|1|1|5,27568
1|1|1|2|2|2,461024
1|1|1|2|4,171012
1|1|1|3|3,97316
1|1|1|6,5119
1|1|2|2|3,340164
1|1|2|5,28368
1|1|3|4,37297
1|1|7,583
1|2|2|2|2,65104
1|2|2|4,44859
1|2|3|3,51400
1|2|6,2531
1|3|5,3844
1|4|4,2191
1|8,37
2|2|2|3,20245
2|2|5,2373
2|3|4,6285
2|7,93
3|3|3,1215
3|6,162
4|5,210
9,1
